wallet,total_deposit_usd,total_borrow_usd,total_repay_usd,repay_ratio,borrow_to_deposit_ratio,deposit_frequency,liquidation_count,redeem_count,unique_assets,avg_tx_interval,score
0x003cb0842811db8d115e28f13048dd83db391dcb,1.622958931890345e-12,0.0,0.0,0.0,0.0,1,0,0,1,0.0,700
0x003dc03b7d7fe265e1c1db88bb1c6b1e6bcd06a7,1.4560059765045592,0.0,0.0,0.0,0.0,1,0,0,1,0.0,700
0x003e41b4f19f27ab2a07c19abe2d99ecb492ce62,0.0,1.7149573487703489e-09,3.414426915768484e-09,1.9909689988597568,0.0,0,0,2,2,31382.8,900
0x003e9a119439ef34de3237034cee95675b01d5d4,29060.98794132161,1.7372676884750294e-08,1.4109507427746398e-08,0.8121665717579597,5.978006294840448e-13,6,0,8,3,265049.3,900
0x003ed65a094ef804c934f2427b601e03113882ff,0.00022940750343754807,0.0,0.0,0.0,0.0,2,0,0,1,14.0,700
0x003edfecb016131dbd485c72f3b6f2e98a1429d9,842.1037730673563,342.71972588320034,1.0736614628823244e-09,3.1327682120294138e-12,0.4069803946309924,59,0,19,4,24938.685314685314,800
0x003f705c2e62e268891d8aa2724e32f2176dc963,15.939348187759633,0.0,0.0,0.0,0.0,1,0,0,1,0.0,700
0x00402e826833fbeb6f67072f3df3c8554a0b10e6,47005.909333373245,1.704396976290176e-08,1.6966997048559368e-08,0.9954838740379642,3.625920656490925e-13,19,0,13,5,72539.71052631579,1000
0x00405f7b768a9a6b81e8060a17f0550501acf6be,3.0301682657323375e-08,16879.7199342611,0.0,0.0,557055531375.9637,87,0,17,2,34302.3006993007,650
0x0040932d4c252856709b24dc406244392d3df400,9.814599508936936e-12,0.0,0.0,0.0,0.0,1,0,1,1,80.0,700
0x0040daac32d83c78546ae36da42a496b28ab09e1,2111.760411662155,0.0,0.0,0.0,0.0,6,0,0,2,1062826.6,700
0x00418b8ea6c6e2d5676f651bf76a368adb845e91,1213.755,0.0,0.0,0.0,0.0,1,0,0,1,0.0,700
0x0041dac13d9365b4d695fb612950dc71884f8db1,4758.545251261543,1514.6323054445922,1175.6923361182307,0.7762229366771152,0.3182973420381043,43,0,22,7,28961.385620915033,900
